Date,Brand,Product,Manufacturing Unit,Production Volume (Units),Production Cost (INR),Raw Material Cost (INR),Labor Cost (INR),Machine Efficiency (%),Production Time (Hours),Defect Rate (%),Inventory Stock (Units),Inventory Turnover Ratio,Demand Forecast (Units),Supply Chain Cost (INR),On-Time Delivery (%),Customer Satisfaction (%),Quality Rating,Energy Consumption (kWh)
2022-11-25,Nestle,Snacks,Unit_18,3417,13.43,9.93,3.65,74.54,9.39,1.06,8377,7.8,660,2185.71,84.35,75.67,Medium,448.74
2022-11-25,Amul,Biscuits,Unit_10,4020,8.33,7.12,2.75,95.65,19.61,4.49,19193,6.3,3439,965.11,92.06,75.33,Low,424.92
2022-11-25,Nestle,Dairy,Unit_3,4880,19.2,3.25,1.02,83.34,7.39,4.49,12145,6.46,3760,3640.15,96.05,94.15,High,298.93
2022-11-25,Amul,Dairy,Unit_3,3208,17.41,2.05,2.94,93.46,16.84,4.88,9557,2.56,2295,796.94,82.74,64.76,Low,474.71
2022-11-25,Britannia,Beverages,Unit_8,2320,19.43,9.43,4.09,98.79,13.46,1.96,5431,1.06,2099,2215.96,86.83,61.4,Low,259.1
2022-11-25,Amul,Biscuits,Unit_1,1148,7.81,7.49,4.78,86.33,18.59,4.66,6534,6.63,2830,4369.08,83.23,60.69,Medium,217.84
2022-11-26,Britannia,Snacks,Unit_18,688,17.66,2.85,1.77,79.02,18.1,3.91,1242,2.01,617,3589.52,87.54,98.12,High,231.24
2022-11-26,Britannia,Dairy,Unit_15,1722,13.4,7.95,2.69,93.83,13.64,3.67,8905,2.2,883,2827.7,80.84,77.6,High,320.9
2022-11-26,Amul,Chocolates,Unit_20,978,9.87,3.82,4.39,97.93,13.31,1.24,14724,2.47,3080,4471.18,89.88,85.67,Medium,278.43
2022-11-26,Coca-Cola,Chocolates,Unit_17,3562,12.19,8.47,1.17,77.35,7.27,2.45,3608,4.6,706,3872.53,99.93,65.45,Medium,376.16
2022-11-26,Parle,Chocolates,Unit_11,2525,19.17,6.88,2.4,90.65,5.91,3.94,3648,3.2,2367,2613.97,97.5,61.65,High,449.54
2022-11-26,Amul,Snacks,Unit_13,2388,15.37,2.99,3.36,93.42,15.98,4.23,2444,9.58,1922,3861.96,90.18,95.45,Medium,181.31
2022-11-26,Haldiram's,Snacks,Unit_20,2050,10.4,2.57,2.37,70.8,14.19,0.99,7831,7.09,2458,4474.4,91.74,89.59,High,337.69
2022-11-26,Coca-Cola,Beverages,Unit_10,3416,20.0,5.73,2.96,87.77,16.93,1.56,14433,2.75,4437,1146.79,95.36,90.23,Low,216.34
2022-11-26,Coca-Cola,Juices,Unit_13,3755,10.19,9.5,4.76,88.99,5.27,0.81,5981,8.23,1494,1401.07,84.64,78.64,Medium,252.24
2022-11-26,Haldiram's,Beverages,Unit_17,3306,17.21,6.52,1.1,89.1,19.01,0.76,3673,3.52,827,3766.68,90.99,85.03,Low,455.76
2022-11-26,Parle,Beverages,Unit_1,533,16.77,8.07,1.31,72.52,6.1,1.07,6818,8.2,994,1266.2,89.66,84.87,Low,307.97
2022-11-26,Coca-Cola,Ice Cream,Unit_20,795,15.84,5.76,1.79,70.65,18.57,4.55,9806,5.22,1061,1249.32,87.69,99.54,High,231.78
2022-11-26,Britannia,Chocolates,Unit_16,3000,15.04,5.07,2.54,78.81,7.87,1.81,17526,5.32,2284,3453.12,89.12,78.76,High,332.09
2022-11-26,Parle,Snacks,Unit_16,4279,6.63,8.58,2.88,80.73,8.9,2.49,8351,4.44,1562,2909.67,95.39,75.79,High,302.49
2022-11-26,PepsiCo,Chocolates,Unit_3,4076,19.92,5.71,1.15,74.34,18.08,0.06,17974,3.22,4842,3905.61,87.61,88.39,Medium,409.27
2022-11-26,Haldiram's,Beverages,Unit_2,1929,7.42,3.13,4.53,85.29,11.77,3.76,18979,7.18,3463,1934.85,98.39,87.46,Low,461.59
2022-11-26,Parle,Snacks,Unit_6,2689,13.94,4.2,4.03,76.83,15.42,1.44,11053,5.53,1787,3238.05,97.96,83.99,Low,113.28
2022-11-26,Amul,Biscuits,Unit_11,2487,8.74,6.49,2.07,80.13,18.5,3.52,18052,1.08,4599,4535.12,99.47,75.63,Low,269.93
2022-11-26,Parle,Dairy,Unit_3,3382,7.53,5.22,2.03,78.78,9.37,0.99,7845,3.89,4090,4565.58,81.29,77.77,Medium,178.35
2022-11-26,Britannia,Dairy,Unit_1,2209,13.39,4.93,1.1,93.16,7.04,1.89,15050,7.9,3994,3439.08,92.14,69.89,Medium,295.3
2022-11-26,Amul,Beverages,Unit_11,3277,17.55,7.35,2.6,96.31,13.11,2.59,2784,3.66,628,604.99,84.13,69.38,Medium,295.38
2022-11-26,Nestle,Juices,Unit_13,4197,10.65,7.09,2.02,78.95,10.82,3.16,7880,7.17,1202,2878.0,81.6,94.47,High,161.24
2022-11-26,Haldiram's,Chocolates,Unit_5,2047,6.16,4.51,3.47,81.3,16.98,0.82,18277,2.83,2838,806.46,90.28,68.71,High,492.43
2022-11-26,Haldiram's,Biscuits,Unit_18,962,14.36,4.88,3.19,94.46,5.08,2.16,15445,7.81,2288,4953.92,98.67,93.85,High,296.77
2022-11-27,Parle,Snacks,Unit_15,3815,16.5,8.02,4.83,92.77,13.71,0.06,14095,4.85,4484,4986.62,85.89,67.15,Low,155.54
2022-11-27,Coca-Cola,Juices,Unit_18,3804,9.44,9.37,4.18,91.26,12.74,0.66,17675,1.07,4222,1021.98,87.97,81.73,Low,327.66
2022-11-27,Amul,Chocolates,Unit_15,1013,15.36,4.59,1.32,91.24,17.75,1.64,15020,6.85,3114,2552.73,93.65,79.03,Medium,203.37
2022-11-27,Nestle,Beverages,Unit_20,4596,6.14,4.34,3.82,78.92,13.65,4.68,12667,6.19,2781,4375.26,97.5,90.58,Low,441.86
2022-11-27,Amul,Chocolates,Unit_20,4066,10.42,4.12,1.43,98.1,19.94,4.42,10185,6.13,1341,1022.34,82.04,95.49,High,345.66
2022-11-27,Haldiram's,Beverages,Unit_20,4303,12.11,3.13,2.29,94.28,5.4,2.62,3502,9.57,4499,2985.23,91.88,70.17,Medium,391.87
2022-11-27,Amul,Ice Cream,Unit_7,4187,16.73,5.02,3.22,76.36,12.55,3.02,17182,4.37,4055,1398.55,84.78,78.2,Low,346.17
2022-11-27,Nestle,Dairy,Unit_17,4438,10.07,6.13,2.98,89.86,19.64,1.44,8643,9.1,4127,2685.53,95.54,67.25,Medium,433.3
2022-11-27,Coca-Cola,Juices,Unit_8,3989,11.81,6.3,3.77,74.65,19.18,3.35,17678,1.02,2178,1410.36,85.31,73.7,Low,293.02
2022-11-27,Parle,Dairy,Unit_13,1971,14.43,7.53,4.24,87.33,8.28,1.19,5437,9.66,925,2886.34,94.55,69.92,High,345.19
2022-11-27,Britannia,Chocolates,Unit_16,837,14.36,2.42,4.32,78.67,17.41,0.01,3472,5.97,4070,2352.08,94.28,98.65,Medium,420.28
2022-11-27,Amul,Biscuits,Unit_10,3581,12.77,6.49,1.23,73.16,17.08,4.82,10658,5.59,537,2272.39,99.52,77.46,Low,391.74
2022-11-27,Britannia,Snacks,Unit_14,3912,9.93,4.04,3.57,88.1,19.44,1.91,5839,9.02,1747,1221.61,89.89,70.79,Medium,317.36
2022-11-27,Haldiram's,Beverages,Unit_6,2892,15.05,3.91,4.85,96.53,12.64,2.61,3484,6.73,2862,3469.1,83.19,64.18,High,191.41
2022-11-27,Parle,Snacks,Unit_20,1476,17.56,8.32,4.02,74.22,12.94,0.5,13005,5.69,1280,816.13,95.86,73.93,Medium,372.43
2022-11-27,PepsiCo,Dairy,Unit_7,2745,7.31,3.23,3.08,96.97,16.8,2.64,18854,4.46,1277,4702.38,94.95,96.04,Medium,384.72
2022-11-27,Parle,Biscuits,Unit_6,4568,10.11,4.63,4.99,73.83,19.98,4.51,13829,6.93,1070,765.63,97.02,88.39,High,384.1
2022-11-27,Amul,Biscuits,Unit_17,2203,15.03,7.1,1.18,92.26,9.64,4.39,15646,1.48,1892,2351.85,91.17,65.57,Low,418.3
2022-11-27,Coca-Cola,Snacks,Unit_8,1371,16.34,7.14,1.35,99.69,15.25,2.89,10428,3.23,2190,1790.5,93.18,60.51,Medium,453.57
2022-11-27,Parle,Dairy,Unit_12,3909,16.72,2.38,4.07,72.81,15.07,4.28,14991,1.91,3036,2982.64,99.27,84.21,Medium,321.45
2022-11-27,Amul,Snacks,Unit_4,3089,14.8,2.58,3.2,76.38,17.86,1.82,3851,5.55,3577,612.07,80.32,98.33,High,410.82
2022-11-27,Amul,Chocolates,Unit_10,2049,12.17,7.24,1.5,83.91,14.74,0.96,9588,1.87,1870,2475.51,93.36,71.36,Low,256.67
2022-11-27,Britannia,Biscuits,Unit_6,4007,14.69,9.63,2.5,92.13,11.87,2.11,6549,8.3,1207,3891.68,89.21,75.16,Medium,495.76
2022-11-27,Parle,Biscuits,Unit_7,4961,7.03,9.99,1.26,96.94,9.66,4.05,4446,3.62,923,4132.42,88.22,92.75,Medium,420.19
2022-11-28,Amul,Chocolates,Unit_8,3121,8.12,9.9,3.11,91.87,19.54,3.53,8776,6.6,2978,4704.19,85.97,75.05,High,363.89
2022-11-28,Britannia,Dairy,Unit_3,3029,18.91,4.81,1.42,93.14,10.04,1.92,8680,4.0,1188,987.68,94.52,81.5,Medium,319.49
2022-11-28,Nestle,Biscuits,Unit_8,2657,18.83,3.93,1.03,83.56,8.83,1.71,4771,7.29,1033,2993.26,82.3,61.33,Medium,267.12
2022-11-28,PepsiCo,Juices,Unit_15,2856,15.86,2.79,2.29,80.67,16.89,4.82,6633,4.18,1215,2306.22,84.59,87.18,High,451.77
2022-11-28,Britannia,Ice Cream,Unit_1,659,9.91,4.61,1.94,85.23,12.46,1.32,9483,4.41,2812,3413.2,86.43,60.67,High,423.91
2022-11-28,Britannia,Ice Cream,Unit_13,2602,14.73,4.21,2.45,89.49,7.75,1.54,6597,5.32,1736,4243.56,84.05,74.77,Medium,153.73
2022-11-28,Amul,Ice Cream,Unit_18,3308,15.32,6.61,2.4,85.07,10.39,1.74,9783,3.91,4086,3197.73,82.92,63.37,Medium,375.68
2022-11-28,Haldiram's,Beverages,Unit_15,2499,12.73,4.95,3.52,93.71,8.05,3.91,9974,2.53,1208,1530.58,89.71,61.95,High,396.27
2022-11-28,Haldiram's,Juices,Unit_7,3081,16.23,3.85,3.72,74.71,8.14,4.25,10658,4.93,4606,1945.85,82.36,60.18,Medium,237.63
2022-11-28,Coca-Cola,Beverages,Unit_15,3493,5.45,6.9,1.51,81.89,6.14,1.09,17643,6.97,2294,4516.54,86.14,60.84,Low,295.62
2022-11-28,Haldiram's,Dairy,Unit_3,3434,8.84,4.58,2.95,72.0,14.68,2.04,14199,3.94,2222,3521.88,98.15,83.55,High,341.5
2022-11-28,Britannia,Chocolates,Unit_14,2811,16.92,4.83,4.56,90.14,10.57,4.33,15970,8.29,2049,3182.16,90.93,60.79,High,190.95
2022-11-28,Coca-Cola,Snacks,Unit_20,3295,19.08,6.79,1.59,92.71,5.89,1.57,1991,8.39,3901,1126.26,90.39,62.98,Medium,129.42
2022-11-28,Amul,Juices,Unit_4,4828,18.14,2.95,4.87,90.02,14.76,2.02,18429,2.88,3449,2036.02,96.22,76.44,Low,119.53
2022-11-28,Parle,Dairy,Unit_4,4828,15.75,8.19,1.08,98.65,9.45,2.77,12097,3.43,1477,1953.78,93.82,76.28,Medium,173.67
2022-11-28,PepsiCo,Snacks,Unit_3,4088,7.48,9.72,1.4,97.96,7.43,3.21,5610,1.02,2165,616.53,87.27,70.51,Medium,482.29
2022-11-28,PepsiCo,Dairy,Unit_5,3616,10.53,5.93,1.71,78.11,19.4,1.52,13128,4.17,3217,4682.29,82.69,86.57,Medium,147.65
2022-11-28,Britannia,Beverages,Unit_11,4247,5.75,6.48,2.88,77.3,6.12,2.88,19400,9.22,3255,1992.33,95.05,62.68,Low,387.5
2022-11-28,Britannia,Ice Cream,Unit_8,2449,14.6,5.08,2.2,70.76,10.8,3.62,17193,8.04,1179,962.07,82.22,71.48,Low,466.99
2022-11-28,Coca-Cola,Chocolates,Unit_2,1959,11.75,9.65,2.67,85.08,14.23,0.45,17056,9.64,2291,2722.86,86.11,87.8,Low,290.14
2022-11-28,Amul,Beverages,Unit_16,4930,13.6,3.06,4.76,95.83,19.9,5.0,5619,2.93,4991,2519.15,95.55,64.23,High,220.77
2022-11-28,Nestle,Chocolates,Unit_10,2951,19.69,8.51,2.37,74.73,6.24,4.66,19043,6.15,739,4325.21,94.09,88.43,Medium,179.68
2022-11-28,Britannia,Juices,Unit_18,4851,11.03,7.2,4.39,87.8,18.97,0.76,11084,4.28,4016,4099.19,96.9,60.64,Medium,284.42
2022-11-28,Nestle,Snacks,Unit_7,3567,9.6,8.33,1.29,91.61,18.21,1.66,1007,6.54,624,4017.35,92.1,88.08,High,284.0
2022-11-29,Nestle,Dairy,Unit_5,4590,7.26,9.6,4.25,81.03,16.69,1.41,15635,7.7,704,4695.27,92.51,91.47,Medium,411.98
2022-11-29,Haldiram's,Biscuits,Unit_7,3488,7.15,5.97,4.61,91.09,6.54,0.11,18341,1.85,2918,2185.47,89.93,87.86,Medium,246.99
2022-11-29,Amul,Biscuits,Unit_6,1271,12.78,4.31,2.14,95.12,9.36,2.51,19727,1.79,3577,3152.66,86.1,90.36,High,422.21
2022-11-29,PepsiCo,Chocolates,Unit_1,1611,16.24,8.24,3.19,70.32,9.07,0.79,19302,1.98,3577,3512.97,89.74,93.1,High,120.07
2022-11-29,PepsiCo,Ice Cream,Unit_11,3811,13.47,8.76,1.75,92.06,13.01,0.68,3865,3.53,2038,2624.8,82.38,78.8,High,121.7
2022-11-29,Nestle,Ice Cream,Unit_13,4906,18.1,7.49,1.36,88.0,6.8,1.05,3369,7.7,839,1597.38,99.88,74.65,Low,188.15
2022-11-29,PepsiCo,Chocolates,Unit_12,2094,9.74,8.79,4.08,95.35,17.24,3.8,16482,6.75,3544,4545.57,86.86,86.49,Medium,202.07
2022-11-29,Amul,Beverages,Unit_1,3229,13.93,7.84,3.52,74.16,15.23,0.65,18425,3.7,1966,4553.27,97.13,83.22,Medium,259.85
2022-11-29,Haldiram's,Biscuits,Unit_15,1781,14.92,9.66,4.01,94.21,17.92,3.14,14256,8.7,1921,3954.75,98.22,88.37,High,222.69
2022-11-29,Amul,Beverages,Unit_1,4085,9.21,6.57,2.76,74.24,8.34,1.45,7725,7.56,2099,2057.52,80.54,92.63,High,468.06
2022-11-29,Britannia,Snacks,Unit_3,3328,10.94,5.04,2.0,87.55,14.31,0.34,5129,9.76,3296,512.81,91.93,61.41,Low,197.2
2022-11-29,Nestle,Biscuits,Unit_15,2873,13.86,7.44,2.71,78.13,17.76,4.89,10227,7.17,3702,2710.39,97.08,83.82,High,402.8
2022-11-29,Amul,Snacks,Unit_9,841,5.31,2.55,1.26,77.2,5.76,3.24,17660,7.45,1379,2860.67,88.75,83.45,Medium,262.19
2022-11-29,PepsiCo,Dairy,Unit_14,3318,18.3,5.99,2.13,84.96,13.26,1.02,7203,8.41,4385,2695.79,81.21,89.93,High,382.61
2022-11-29,Parle,Beverages,Unit_8,3425,6.67,8.19,2.19,92.72,15.91,2.53,8641,9.33,885,934.21,87.66,96.05,Medium,416.14
2022-11-29,Amul,Chocolates,Unit_4,1772,5.71,3.35,3.86,89.36,10.57,1.94,16625,3.5,4540,4045.5,85.51,69.17,Low,269.18
2022-11-29,Nestle,Biscuits,Unit_20,1209,8.23,5.2,1.21,99.66,10.3,0.88,17105,6.81,897,2894.62,97.74,95.84,Low,414.27
2022-11-29,Haldiram's,Beverages,Unit_20,1238,12.53,4.8,1.98,73.57,5.48,4.81,19836,4.71,3742,1498.08,93.32,90.14,Low,215.22
2022-11-29,PepsiCo,Chocolates,Unit_6,2278,9.93,4.68,2.11,91.65,12.35,4.3,3063,3.07,3287,4804.25,85.21,69.77,Medium,119.08
2022-11-29,Haldiram's,Dairy,Unit_1,4630,11.6,7.21,3.21,71.66,13.94,1.85,16736,2.73,3831,1859.35,96.11,86.39,Medium,429.01
2022-11-29,Nestle,Biscuits,Unit_18,4218,6.26,5.98,1.98,80.72,16.11,4.05,17783,1.88,4872,2218.65,90.17,86.94,High,260.93
2022-11-29,PepsiCo,Snacks,Unit_6,509,8.5,8.38,1.53,80.31,6.3,0.95,15324,8.64,4615,2306.33,97.51,73.08,High,267.93
2022-11-29,Britannia,Dairy,Unit_14,2237,6.46,2.46,2.03,77.69,11.25,0.38,19378,1.1,3885,2306.41,96.02,75.1,Low,365.35
2022-11-29,PepsiCo,Ice Cream,Unit_11,3078,8.45,5.63,2.69,85.97,8.86,2.63,15421,9.95,1550,3392.25,93.3,63.49,High,427.05
2022-11-30,Britannia,Chocolates,Unit_17,2058,15.55,2.11,3.1,77.31,8.1,1.96,15948,9.68,2814,1777.48,82.31,81.05,Medium,367.46
2022-11-30,Haldiram's,Biscuits,Unit_9,2642,13.63,3.77,1.15,81.03,8.68,0.35,14454,5.78,1570,4565.26,92.05,99.16,Medium,263.04
2022-11-30,Haldiram's,Biscuits,Unit_7,3123,10.01,8.2,2.24,95.78,10.41,3.15,8283,7.69,4088,3077.63,92.33,62.28,High,227.71
2022-11-30,Nestle,Juices,Unit_14,4500,8.92,2.85,4.06,79.71,15.99,4.1,15435,5.12,2447,4459.57,96.32,84.4,High,240.29
2022-11-30,Britannia,Juices,Unit_17,2643,19.96,2.84,3.39,99.58,11.54,2.64,12218,2.98,909,4628.22,83.68,60.79,High,229.2
2022-11-30,Haldiram's,Dairy,Unit_8,1364,16.52,5.21,2.82,78.28,5.95,0.27,19007,7.65,4683,3959.18,92.2,61.78,Medium,348.35
2022-11-30,Britannia,Biscuits,Unit_16,2300,17.33,8.22,2.81,97.09,10.21,1.89,12394,5.04,4772,1596.46,96.56,83.37,Medium,394.72
2022-11-30,Haldiram's,Chocolates,Unit_12,3952,5.4,7.1,2.48,82.94,6.65,1.25,2165,8.8,4104,1983.84,80.36,88.05,High,234.45
2022-11-30,PepsiCo,Dairy,Unit_12,3216,5.89,8.25,2.37,97.23,8.18,0.74,17863,8.74,3553,1531.42,92.25,84.45,High,236.99
2022-11-30,Amul,Snacks,Unit_5,4802,15.69,2.4,2.6,82.8,6.94,2.5,3507,9.62,2792,2555.91,96.3,80.08,Low,171.41
2022-11-30,Parle,Dairy,Unit_5,2309,7.88,6.51,4.48,93.11,19.58,0.33,13534,7.29,1106,2799.49,89.02,90.78,Medium,290.85
2022-11-30,PepsiCo,Dairy,Unit_14,4841,11.38,5.63,2.88,82.0,18.2,0.32,2118,5.43,3292,2023.62,83.82,66.82,Low,391.35
2022-11-30,Coca-Cola,Snacks,Unit_6,2497,7.76,9.17,3.68,88.63,14.37,3.88,5131,6.05,4252,4425.89,95.68,97.08,Medium,228.91
2022-11-30,Amul,Ice Cream,Unit_7,3431,7.66,7.9,4.23,71.54,8.76,2.14,13831,4.23,3057,2279.98,81.8,88.57,Medium,337.98
2022-11-30,Coca-Cola,Juices,Unit_17,2630,6.64,5.39,2.73,87.97,7.61,3.72,1975,6.93,3169,3669.17,90.67,91.11,Medium,275.7
2022-11-30,Haldiram's,Chocolates,Unit_9,4912,13.91,6.43,4.36,79.48,17.63,1.63,7656,1.83,4792,4252.41,80.13,61.87,High,341.25
2022-11-30,Parle,Ice Cream,Unit_13,3192,16.09,5.4,4.97,99.89,6.09,1.75,8399,9.92,3677,1224.4,89.43,82.87,Low,301.34
2022-11-30,Parle,Ice Cream,Unit_9,3676,5.85,5.53,3.02,94.32,15.4,2.14,10011,1.57,2441,3717.11,97.94,80.31,Low,245.52
2022-11-30,Haldiram's,Ice Cream,Unit_16,3296,9.13,7.07,2.61,72.39,9.42,1.52,2354,6.42,2218,1218.44,98.61,94.0,High,391.61
2022-11-30,Haldiram's,Juices,Unit_4,2055,14.88,3.73,4.22,75.95,12.34,2.8,5170,3.62,2015,3937.25,83.26,91.69,Medium,268.11
2022-11-30,Britannia,Beverages,Unit_2,4190,10.88,4.67,3.6,88.48,15.93,0.36,4972,8.4,2258,3053.12,92.4,73.01,High,276.29
2022-11-30,Haldiram's,Juices,Unit_13,4072,15.57,4.23,3.45,79.01,5.55,2.79,17508,6.67,4455,2814.01,81.11,65.72,High,417.41
2022-11-30,Nestle,Ice Cream,Unit_13,4943,16.39,8.41,4.54,76.39,7.63,3.57,11722,6.47,3737,2885.65,93.61,70.78,High,145.98
2022-11-30,Haldiram's,Beverages,Unit_19,830,5.48,9.54,3.6,80.67,14.71,4.96,4147,7.74,3380,2306.82,95.34,95.92,Low,377.54
2022-12-01,Nestle,Snacks,Unit_12,2444,10.71,5.31,3.57,73.19,18.8,3.19,17588,2.06,3945,723.36,89.16,75.4,Low,416.47
2022-12-01,Haldiram's,Juices,Unit_4,4458,15.94,2.62,1.83,86.63,8.87,3.54,5290,3.81,4316,2987.05,88.51,97.18,High,391.75
2022-12-01,Britannia,Chocolates,Unit_10,2184,10.68,2.75,3.75,78.49,7.25,2.98,13235,5.55,2576,601.09,90.99,75.49,High,278.79
2022-12-01,Nestle,Ice Cream,Unit_16,2936,5.09,5.2,4.65,96.01,18.87,4.75,16790,3.88,2430,4607.0,85.86,99.56,Low,212.45
2022-12-01,Amul,Biscuits,Unit_19,1470,10.04,5.16,3.31,70.98,17.98,4.05,17659,1.99,4006,1620.77,89.62,71.65,High,226.44
2022-12-01,Nestle,Snacks,Unit_8,1246,18.09,3.17,4.61,80.53,18.65,3.08,19086,3.79,2379,3420.11,97.41,76.76,Low,299.95
2022-12-01,PepsiCo,Beverages,Unit_6,2684,19.28,8.46,2.36,86.49,6.87,1.66,4635,5.13,683,3021.29,82.23,72.6,Low,497.59
2022-12-01,Britannia,Juices,Unit_4,1884,13.41,6.0,1.17,77.05,18.85,1.62,4633,2.33,3216,3275.34,91.0,99.62,Low,200.72
2022-12-01,Coca-Cola,Chocolates,Unit_7,4530,9.6,2.87,2.78,71.72,13.72,3.77,17424,6.96,2282,1959.35,86.34,77.04,Medium,159.04
2022-12-01,Nestle,Dairy,Unit_14,1518,11.99,2.79,1.02,72.17,15.0,4.64,1070,1.65,2006,2522.57,95.22,92.41,Low,297.6
2022-12-01,PepsiCo,Chocolates,Unit_13,3078,8.54,5.57,1.62,74.78,11.81,4.93,17686,9.02,1930,3870.55,86.73,66.31,Low,175.25
2022-12-01,PepsiCo,Chocolates,Unit_5,4611,7.52,2.93,1.76,78.16,10.33,1.31,17941,4.27,1567,2260.34,95.91,63.92,High,400.31
2022-12-01,PepsiCo,Ice Cream,Unit_9,4440,12.4,6.49,3.14,91.17,6.69,2.96,19472,4.23,1364,1781.72,87.94,95.9,Low,121.04
2022-12-01,Haldiram's,Ice Cream,Unit_3,2524,16.05,5.08,4.8,84.24,8.35,3.51,13779,2.89,869,639.9,92.38,75.88,Low,152.92
2022-12-01,PepsiCo,Juices,Unit_10,2042,8.34,9.36,1.08,70.99,13.81,2.07,5300,5.34,3349,2641.84,94.0,88.68,Medium,271.92
2022-12-01,Haldiram's,Juices,Unit_15,3211,18.64,5.35,1.95,74.65,9.75,0.55,10628,8.49,2640,3625.61,86.42,76.88,High,264.23
2022-12-01,Coca-Cola,Beverages,Unit_20,3546,7.52,6.92,4.88,81.04,6.8,1.43,4752,6.28,542,1799.49,88.39,92.5,High,373.46
2022-12-01,Britannia,Juices,Unit_17,1954,13.38,8.49,4.53,82.59,15.64,2.58,4924,8.29,4391,4395.64,96.86,84.52,Low,146.86
2022-12-01,Parle,Beverages,Unit_6,3503,16.65,4.42,4.34,71.89,12.93,0.58,13973,9.72,4202,1021.28,88.84,88.99,Low,205.4
2022-12-01,Haldiram's,Ice Cream,Unit_3,2202,8.2,6.1,1.37,73.63,5.62,1.56,17413,6.63,3829,2179.96,89.37,90.5,Low,349.35
2022-12-01,PepsiCo,Ice Cream,Unit_18,4920,9.45,2.97,3.58,77.87,15.09,1.29,2877,2.52,587,3828.18,91.69,66.96,Medium,447.13
2022-12-01,PepsiCo,Biscuits,Unit_5,4373,5.77,5.46,1.81,95.1,17.92,1.77,19887,3.72,2180,4862.78,95.63,74.19,Low,189.06
2022-12-01,Amul,Biscuits,Unit_13,621,19.16,5.01,3.6,76.28,16.64,3.43,9594,6.95,1614,2200.3,81.41,72.65,Low,246.65
2022-12-01,PepsiCo,Snacks,Unit_1,1976,12.3,5.43,2.71,76.8,18.87,2.38,3644,8.04,1797,3835.94,91.97,84.62,Low,254.02
2022-12-02,Britannia,Ice Cream,Unit_17,765,5.96,2.86,3.54,84.84,10.07,1.88,2037,6.89,3240,3614.2,97.29,62.04,High,336.68
2022-12-02,Nestle,Dairy,Unit_3,527,17.45,5.19,2.72,96.74,6.32,1.37,16232,6.21,4678,4715.76,86.74,66.39,Low,296.07
2022-12-02,Nestle,Biscuits,Unit_19,2624,13.54,8.96,4.63,85.85,15.71,3.44,17147,9.34,1052,2755.0,93.68,60.1,High,339.46
2022-12-02,PepsiCo,Beverages,Unit_20,931,5.83,9.5,1.1,72.38,18.53,3.37,5306,5.47,2547,3154.98,85.15,75.57,Low,168.12
2022-12-02,Amul,Chocolates,Unit_12,4277,11.76,3.93,1.77,75.59,9.78,2.23,11729,7.0,4821,1229.81,82.17,77.56,High,197.26
2022-12-02,Haldiram's,Juices,Unit_8,1585,11.52,4.4,4.33,95.67,8.98,1.39,8206,3.81,3368,1699.7,83.44,67.18,Medium,106.47
2022-12-02,Britannia,Juices,Unit_8,2594,7.19,2.08,3.95,96.3,15.72,4.04,3793,4.5,3358,3348.23,94.44,66.86,Medium,439.79
2022-12-02,Amul,Snacks,Unit_15,2985,11.31,2.92,1.75,93.86,15.92,4.26,13088,3.11,1560,3020.32,91.81,77.12,Medium,433.02
2022-12-02,Haldiram's,Biscuits,Unit_11,600,9.24,4.76,1.49,86.26,17.44,4.23,16246,8.2,530,2505.41,83.9,69.96,Low,337.54
2022-12-02,Britannia,Chocolates,Unit_20,2654,15.5,7.48,2.25,83.17,16.19,1.96,5948,2.79,4231,3652.38,80.71,62.97,Low,283.5
2022-12-02,PepsiCo,Chocolates,Unit_1,3548,5.08,4.34,2.93,78.05,11.01,1.27,19670,3.09,3495,1602.23,96.55,96.88,Medium,386.33
2022-12-02,Nestle,Biscuits,Unit_16,1299,6.6,2.6,1.19,86.43,11.35,4.23,13790,1.96,2461,3646.51,94.02,94.62,Low,130.44
2022-12-02,Britannia,Dairy,Unit_14,4322,18.78,7.85,4.38,90.48,17.07,4.9,10687,7.61,2106,1345.46,89.03,62.1,Medium,491.02
2022-12-02,PepsiCo,Dairy,Unit_7,1795,11.5,5.73,3.08,87.98,9.01,0.97,3542,1.68,1984,2726.26,84.12,68.21,Medium,482.38
2022-12-02,Coca-Cola,Snacks,Unit_6,934,7.64,6.15,4.68,76.77,6.63,3.18,8055,1.54,1119,1010.71,99.31,88.26,Medium,152.11
2022-12-02,Parle,Dairy,Unit_4,4304,16.9,4.61,2.3,97.09,8.27,1.65,2712,6.63,2585,2827.45,87.55,62.71,Low,495.69
2022-12-02,Britannia,Snacks,Unit_8,3113,17.77,6.9,1.2,81.71,12.58,2.43,19405,4.38,3621,4196.04,98.54,96.76,High,287.99
2022-12-02,Parle,Beverages,Unit_19,1415,8.17,9.13,4.49,96.55,13.56,2.86,11956,9.34,4219,2676.62,84.45,60.6,Low,290.85
2022-12-02,Britannia,Biscuits,Unit_3,2775,15.7,6.43,1.6,81.92,6.06,2.69,18781,8.89,3881,1975.7,97.7,81.49,Low,268.33
2022-12-02,Parle,Chocolates,Unit_4,1147,14.23,6.7,2.34,71.15,9.55,3.81,6675,5.47,3355,1120.78,90.87,76.06,Low,417.81
2022-12-02,Coca-Cola,Snacks,Unit_13,2795,16.18,4.99,2.86,92.14,16.24,4.86,3839,1.74,3063,2114.74,98.88,79.08,Medium,346.05
